f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
-4.9736,16.0372,6.3071,0.9874,-9.9908,-11.0333,-14.5113,9.3415,7.186,5.8648,0
-6.6521,15.762,7.8764,1.8101,-11.7191,-9.31,-13.6279,8.0963,5.7143,5.5912,0
-1.5204,15.4391,5.4583,4.5095,-11.2966,-13.1202,-13.8944,11.5817,2.3393,5.7816,0
-2.0484,13.6812,5.6949,4.0128,-10.0229,-14.1026,-12.615,11.573,3.0636,7.5797,0
-4.7724,14.0262,4.6094,3.5704,-7.3899,-11.8124,-14.3972,9.9203,3.2284,4.6476,0
-3.1319,14.7917,7.7613,0.3071,-8.8267,-8.9141,-12.0122,11.5445,3.3637,7.7908,0
-0.8785,12.0919,8.577,2.8304,-10.514,-12.625,-13.6847,9.4894,2.3377,4.5949,0
-4.4372,12.9123,7.105,0.5376,-12.4877,-9.7773,-14.4536,12.5971,3.3714,7.1523,0
-1.6478,13.0569,6.0981,4.2673,-9.5552,-10.6012,-11.1703,10.6669,3.0826,6.274,0
-5.1657,13.6378,9.055,3.6272,-10.2728,-10.5628,-12.7612,12.1099,3.9473,5.7444,0
-3.2766,14.2413,5.449,3.2121,-13.5614,-9.5964,-12.267,12.1066,2.4409,6.7057,0
-1.6279,15.6421,6.9161,3.1687,-8.6531,-12.5714,-13.7421,12.9886,4.4963,6.7961,0
-6.0225,13.4466,6.0749,3.4563,-11.5335,-11.8587,-16.3548,12.818,2.4338,6.4779,0
-3.7672,11.9203,5.0712,1.4518,-11.4042,-9.7703,-14.4511,13.605,4.5742,7.4547,0
-3.9433,15.7929,6.6328,2.9129,-10.0645,-9.2674,-12.3021,10.2726,2.234,7.202,0
-2.6909,12.9314,4.579,2.6488,-9.3842,-7.612,-15.0544,10.3454,2.4493,8.2759,0
-3.8162,12.1604,7.7979,2.3528,-12.156,-11.6593,-10.6564,11.5616,3.1951,5.8673,0
-3.3256,13.9418,7.3981,3.132,-9.0162,-10.2855,-14.7244,10.0667,0.0649,9.2824,0
-2.4697,12.2763,6.5371,2.0044,-8.0056,-12.45,-13.0858,10.8225,4.2737,6.0862,0
-6.4011,13.1448,5.5016,3.0791,-8.1682,-12.9293,-14.4578,10.1562,2.461,7.3524,0
-4.0241,14.1451,6.0212,3.3046,-9.1527,-11.4186,-12.0855,11.0638,4.6016,5.94,0
-3.1919,13.4605,6.8155,3.3482,-9.5142,-12.1945,-11.107,8.1958,2.0062,6.1008,0
-3.1453,15.8857,4.1724,2.1982,-13.5097,-10.2727,-12.85,13.3715,3.2144,7.8082,0
-2.888,12.8686,4.8464,3.3723,-12.5576,-8.3774,-13.5006,12.7781,2.3131,6.6455,0
-3.4498,13.4539,6.3108,3.5484,-11.7087,-12.1343,-11.3933,12.076,3.1323,8.7399,0
-4.1654,15.5055,7.2232,1.4226,-7.5474,-8.8341,-13.439,12.076,2.4279,7.4859,0
-7.3504,11.9917,8.4287,2.5853,-10.0081,-12.3403,-10.4857,12.7711,2.7324,5.6351,0
-2.2194,16.4951,8.3905,6.2175,-11.703,-11.5492,-15.0409,11.6479,3.2969,6.0143,0
-2.5499,15.3699,4.6713,2.0643,-9.0892,-11.0218,-14.4548,12.5131,1.0992,5.7898,0
-3.2708,12.6607,8.1346,2.1064,-8.2065,-10.5088,-12.2506,12.1043,2.0921,3.1619,0
-3.2227,13.6299,7.7936,2.62,-10.9651,-7.3075,-15.466,12.0862,2.1715,5.7385,0
-4.2395,12.3163,7.8167,5.0457,-9.6144,-10.1651,-14.7372,11.7605,6.268,5.6711,0
-4.3278,12.6798,6.2257,-1.1582,-9.7119,-11.5885,-15.6729,12.1151,1.4104,5.7342,0
-1.5641,11.4076,4.6609,3.3637,-8.5952,-12.6817,-12.646,11.8568,-0.0553,7.4399,0
-2.4489,13.0538,8.8383,4.6644,-10.1648,-10.9973,-14.7167,10.9289,3.8881,5.7559,0
-7.06,15.4245,7.2452,2.3903,-9.0337,-8.0332,-17.4604,11.6367,0.8935,6.9908,0
-3.5719,14.475,6.2109,0.1499,-10.995,-9.7099,-11.7344,9.2275,4.574,5.2704,0
-3.2201,12.7566,7.2331,4.2976,-12.16,-11.34,-12.98,14.5877,1.7387,9.3024,0
-0.7572,13.3755,6.5126,1.9217,-10.4217,-12.4302,-13.3719,13.2306,2.1168,5.8811,0
-6.3155,14.0825,7.3565,3.0553,-10.6447,-10.7593,-12.5046,10.9421,3.5059,6.5647,0
-2.0787,14.5369,7.2491,5.2374,-9.689,-8.3627,-12.3471,8.2224,4.9907,6.4449,0
-3.8417,13.9435,6.4423,3.3003,-11.2073,-8.4088,-13.4279,10.4114,1.6461,6.6453,0
-3.4831,14.1041,5.4189,0.558,-9.3811,-8.0932,-14.797,13.3694,3.4593,6.2316,0
-4.3601,11.4447,8.4414,1.7963,-11.4892,-8.8323,-16.082,8.6999,3.0062,6.6821,0
-3.0367,13.0687,10.7554,2.6179,-10.6656,-11.5156,-13.0716,11.9077,4.8388,4.0083,0
-4.1328,14.1915,7.8404,2.9696,-9.5058,-11.5336,-10.9206,12.4742,1.0161,4.6295,0
-5.3342,14.5384,5.0327,2.4632,-9.6374,-10.4194,-12.8692,9.3866,3.9257,5.3224,0
-4.2507,13.878,7.1144,2.9957,-11.4454,-10.7695,-13.2542,8.9227,2.3397,6.8237,0
-5.68,15.2563,8.8642,1.092,-8.283,-10.5355,-12.6297,10.2403,4.418,6.8513,0
-4.985,11.7736,4.7694,3.2417,-9.4607,-9.3437,-13.4345,9.2498,2.0103,7.9707,0
-4.4907,13.7366,5.3463,3.4646,-11.006,-8.7501,-12.0972,10.2417,2.8435,5.4155,0
-5.8929,12.2353,7.2571,3.4476,-10.0966,-10.7728,-11.8579,11.0806,4.0883,3.5815,0
-9.6474,13.9471,4.8227,2.6411,-10.7726,-7.9391,-12.6575,11.2341,4.2889,6.7949,0
-4.4503,15.1286,5.2952,3.4446,-12.6408,-10.0142,-12.968,13.5,0.686,5.3408,0
-2.5298,14.0244,7.2303,1.5256,-11.2057,-8.4526,-13.3348,11.5483,2.8607,4.4675,0
-2.3631,14.2763,10.4183,1.4364,-9.0856,-12.2875,-13.0215,12.45,-0.0748,5.9348,0
-4.6086,12.4685,7.5376,4.6408,-10.5194,-10.0119,-13.086,10.988,1.3994,7.9048,0
-3.321,14.1138,5.7501,2.2709,-10.5836,-12.6214,-15.7895,10.0842,3.8172,5.2625,0
-5.292,12.2994,6.2768,2.429,-7.0712,-8.7382,-11.7203,12.7382,1.5352,4.4086,0
-5.4241,15.5232,6.139,1.0827,-10.9659,-10.6781,-12.8549,11.3617,1.7912,7.2707,0
-4.7226,13.287,7.99,1.997,-11.1735,-9.4327,-14.5441,10.4081,3.8671,9.3233,0
-2.8557,14.2304,7.756,1.35,-10.146,-10.3648,-12.7751,11.16,3.603,5.775,0
-3.6759,11.6797,6.48,5.046,-9.8412,-10.3515,-10.4133,8.944,1.3693,8.8112,0
-3.6949,13.1576,5.161,3.6313,-9.5028,-11.9619,-13.4679,10.482,3.4174,4.5633,0
-1.8859,14.8952,6.4151,2.6351,-10.5241,-11.4876,-13.9226,10.5799,5.4528,7.6621,0
-2.3618,14.0763,5.2838,2.8975,-8.8637,-12.2076,-12.3027,14.4692,4.6262,8.3632,0
-3.4363,14.9733,5.883,4.1536,-9.3379,-9.8853,-11.2835,10.1771,2.7529,6.3854,0
-5.3082,13.8618,4.3814,4.5302,-10.2495,-11.1015,-14.5091,10.6334,4.0658,7.0638,0
-4.8221,12.2524,7.9452,1.8762,-10.2296,-10.1345,-12.7894,12.2727,1.139,3.3754,0
-4.615,16.2237,9.9931,5.7065,-10.6089,-12.9933,-16.7721,10.0642,2.7363,8.1931,0
-2.4621,13.8625,5.6251,1.5186,-9.9382,-9.2746,-12.6697,9.4334,4.0095,6.881,0
-5.3698,12.3449,7.9926,2.608,-7.9357,-9.5685,-13.9874,10.97,3.1285,5.1496,0
-5.1327,14.5735,8.2277,3.8654,-8.0465,-11.1328,-10.7461,9.6339,1.5144,3.6022,0
-4.4325,12.7658,7.7487,3.3256,-12.1089,-10.9093,-13.8147,8.3213,1.562,5.086,0
-1.6134,13.8086,7.9531,0.7118,-8.5281,-8.3685,-16.255,9.9273,3.7771,7.2088,0
-4.7815,13.0632,6.0637,3.1254,-8.5237,-11.4767,-11.7563,9.8128,1.762,7.4701,0
-2.3809,14.7985,4.9861,2.2608,-9.085,-10.2579,-14.868,11.6728,1.9612,8.934,0
-1.4465,14.4276,9.0013,3.0569,-9.1713,-8.1036,-12.8892,10.6025,0.4765,6.1175,0
-2.5287,14.9399,7.7164,2.1478,-13.2847,-11.063,-13.714,10.5159,3.9613,9.2207,0
-14.1972,13.7722,9.5844,-8.4432,-10.7877,-9.3176,-5.1965,1.0572,-1.3553,-5.6125,1
-17.0403,15.0526,8.9668,-10.2736,-11.2019,-8.8476,-6.2066,-1.7803,-1.3246,-8.4225,1
-14.1727,14.455,11.3016,-5.9573,-11.5923,-9.5766,-6.2872,1.3933,-1.7181,-6.7919,1
-15.0438,12.4226,11.4551,-7.941,-8.1686,-9.9635,-6.858,-0.8748,-1.5033,-7.8228,1
-11.6095,12.1358,10.3838,-6.2795,-8.6466,-9.2344,-7.3255,-1.33,-0.8866,-4.0039,1
-15.0407,12.3887,6.286,-10.101,-9.7157,-7.0992,-4.863,1.2003,-2.6418,-7.1379,1
-12.274,14.3984,6.8194,-9.6401,-10.8326,-10.3173,-5.0284,0.5815,-2.1569,-4.2929,1
-15.4272,16.8936,8.9663,-8.496,-9.9671,-9.3127,-5.2058,1.3934,-3.1713,-7.9475,1
-10.6277,13.3713,11.0221,-11.0413,-9.9647,-9.6887,-5.1635,-3.341,-1.7924,-7.9877,1
-13.8959,12.5428,8.6901,-9.0403,-11.1237,-10.2112,-7.6628,-2.0071,-0.5147,-8.2072,1
-14.6505,15.2266,9.0509,-9.8676,-9.2059,-7.821,-7.6267,0.5175,-4.6404,-6.8529,1
-14.3312,12.8154,9.2878,-10.7422,-9.4296,-7.9143,-7.5184,-0.1913,-1.2878,-4.445,1
-16.6222,13.8441,10.398,-8.7829,-13.2604,-8.7462,-3.5937,0.9177,-3.5883,-7.0328,1
-11.7276,15.4622,10.9333,-8.0952,-10.537,-9.7987,-5.9896,1.5671,0.2217,-4.5856,1
-16.5115,14.4333,11.0784,-7.7015,-10.4891,-5.1267,-7.7884,-0.8821,-1.6913,-3.0879,1
-15.6368,13.6986,11.5892,-8.6566,-10.0472,-8.6494,-5.464,2.2884,-0.1044,-5.8026,1
-13.9449,14.4185,10.707,-8.5471,-9.5462,-7.7029,-3.5986,-1.5186,-2.0266,-7.2962,1
-14.8489,14.7011,10.9774,-8.798,-12.4153,-10.9454,-4.528,-3.3679,-0.2605,-5.4813,1
-12.4082,13.7994,6.8812,-7.9843,-7.6333,-8.1108,-6.8668,0.8728,-2.8409,-7.492,1
-12.9494,12.301,8.6326,-10.2859,-11.7806,-9.2782,-4.1305,0.4654,-4.3003,-5.0032,1
-11.8539,13.1279,9.2554,-7.8563,-7.1124,-10.2776,-7.8714,1.6898,-0.843,-6.2539,1
-15.2197,15.5889,10.7653,-9.7825,-9.4716,-11.5254,-4.8439,0.3493,-2.6952,-6.3124,1
-14.322,15.4397,10.8599,-8.8644,-8.3997,-8.8968,-6.5126,0.5556,-2.264,-5.5052,1
-14.933,13.5117,12.9264,-7.2202,-10.6862,-8.6415,-5.6952,1.33,-1.8356,-4.4787,1
-13.864,14.0042,11.5366,-8.2799,-9.363,-9.0268,-6.0131,0.7565,-2.9217,-7.3899,1
-15.8803,12.0093,8.6537,-8.8912,-9.3906,-9.9048,-9.4063,3.1046,-0.4119,-5.5945,1
-11.5212,12.6312,12.8047,-10.0776,-9.1871,-11.4086,-5.8507,1.3219,-2.2737,-5.1923,1
-14.2339,13.3137,9.1231,-7.4135,-10.5259,-8.1248,-4.0387,-1.7604,-0.3423,-3.1725,1
-14.0045,14.9959,11.5288,-9.0431,-9.2718,-11.4692,-5.6648,1.4899,-1.2674,-4.665,1
-15.5447,13.2984,12.8165,-8.8553,-9.2452,-9.5984,-7.1053,3.178,-2.8332,-7.9541,1
-15.0586,11.0947,8.9963,-10.082,-8.6191,-10.508,-4.541,2.8404,-0.8699,-6.5862,1
-14.1708,11.8098,9.7726,-9.9205,-8.5038,-5.6387,-5.123,-2.244,-2.5835,-6.0794,1
-14.2514,13.0011,10.3412,-10.4936,-10.9626,-8.5292,-7.3962,1.55,-4.0958,-3.6159,1
-15.5439,13.7618,10.4692,-9.4779,-9.3301,-8.6348,-4.4318,1.9299,-2.2994,-6.4831,1
-10.8588,15.5221,8.5905,-8.4798,-10.048,-9.7009,-7.717,0.1248,0.6757,-5.3945,1
-18.1192,15.9224,11.6077,-9.1688,-8.4694,-10.787,-6.5781,2.9905,-2.4492,-9.0677,1
-14.4774,13.9794,11.7708,-8.6083,-10.1776,-7.9303,-5.6915,-0.3823,-0.3092,-5.9726,1
-14.3781,14.3642,8.3673,-9.4213,-9.5399,-9.7899,-3.9641,1.0688,-0.7593,-6.249,1
-12.798,14.6936,9.9934,-8.6498,-10.9769,-8.7375,-5.933,-0.0103,-0.382,-8.1384,1
-15.0162,15.6389,10.4466,-8.7016,-9.1687,-9.2287,-8.1477,0.2188,0.3831,-7.2521,1
-14.8599,13.2849,9.8428,-9.5045,-8.8151,-9.2019,-4.7124,-0.8337,-2.5522,-6.6017,1
-13.699,12.9075,11.3468,-6.8502,-11.0286,-10.2342,-6.6706,4.6913,-2.6865,-3.7467,1
-16.2824,12.6128,8.9434,-9.8984,-9.9471,-10.561,-7.1017,2.4804,-0.206,-4.8392,1
-13.5965,14.2364,9.2277,-10.0596,-9.0008,-11.2583,-7.3636,2.4721,0.8093,-5.6732,1
-12.7228,13.7285,7.9668,-7.7116,-8.6913,-9.3904,-6.2363,2.186,-3.5202,-7.4238,1
-15.8946,14.2248,8.3414,-9.6562,-10.6039,-9.8888,-8.1038,0.8735,-0.1707,-6.0599,1
-12.0705,16.0983,11.1399,-8.5178,-9.5115,-8.3522,-6.4602,-2.0811,-1.3036,-7.9597,1
-15.8257,14.0976,9.8306,-10.7479,-9.297,-8.0487,-7.5652,2.6514,-4.3819,-3.0871,1
-14.9994,14.3157,7.1352,-8.723,-9.2025,-9.6271,-6.7174,-0.6772,-0.3459,-6.2169,1
-12.0713,13.3076,9.3211,-7.4064,-11.9797,-11.3181,-4.2265,-1.0152,-4.7702,-3.4603,1
-16.4732,14.3735,10.0769,-12.8458,-9.9462,-8.8252,-5.3413,2.098,-2.6229,-5.1944,1
-15.4165,11.9816,8.0267,-10.823,-8.0309,-11.7697,-5.4617,0.3438,-2.1956,-4.2177,1
-15.0401,15.0147,10.0296,-8.8579,-6.0953,-11.6599,-3.939,1.7273,-2.7609,-3.8191,1
-17.1546,13.3146,8.1606,-8.0117,-11.2148,-8.8483,-6.1524,0.0237,-1.4587,-6.6661,1
-16.0154,18.2994,9.2425,-11.9562,-10.8084,-11.3988,-4.6335,1.2252,-1.4436,-6.8182,1
-14.8015,13.5409,9.8515,-7.3768,-9.0411,-8.7477,-5.1234,2.0694,-1.6094,-5.7249,1
-12.5993,13.0997,8.6897,-10.4087,-9.2709,-12.2785,-5.1795,0.5789,-0.3397,-7.271,1
-14.6874,15.7806,12.048,-9.6501,-9.2726,-9.0562,-5.3123,0.3488,-0.1196,-9.0977,1
-15.0142,14.7692,10.6591,-6.6007,-7.7479,-9.9262,-3.9229,-0.3284,-0.6453,-3.5473,1
-12.56,14.256,9.4756,-10.9227,-9.0794,-11.1707,-7.0624,-1.0434,-2.7322,-6.3051,1
-13.972,13.1965,11.5772,-8.9421,-10.7268,-9.1584,-2.9274,1.2454,-2.5859,-8.5543,1
-14.7116,14.4497,9.3919,-11.1279,-10.8211,-7.3161,-3.7217,-0.5873,-1.0325,-8.031,1
-12.276,14.4651,11.3977,-11.2025,-8.5288,-9.5094,-4.5948,2.115,-1.943,-7.1644,1
-13.2129,14.0071,8.6641,-10.0101,-11.761,-10.2633,-4.2187,1.0094,-2.8363,-5.0558,1
-15.6312,14.2403,9.7038,-7.4611,-11.9111,-10.7732,-8.3301,0.3533,-0.2245,-7.0213,1
-15.1485,15.4049,11.5761,-8.7627,-8.5182,-11.1133,-3.8058,3.9658,-1.2598,-9.3896,1
-15.2198,15.0165,9.3411,-6.7215,-8.663,-10.5576,-5.8243,-0.5981,-2.3155,-7.095,1
-12.6203,17.2713,7.8265,-11.5147,-9.913,-11.7755,-5.8034,1.8661,0.1996,-5.961,1
-14.6722,11.1297,10.0126,-8.5229,-8.5868,-10.5606,-6.5253,-1.4743,-5.4786,-7.9259,1
-16.738,14.6024,9.1961,-9.4372,-11.0219,-14.3467,-3.6103,-0.7577,-2.6603,-8.4455,1
-12.9246,14.3124,8.7337,-9.2182,-7.028,-9.6073,-6.1453,-0.6694,-4.8835,-6.5032,1
-13.8942,15.7467,6.6005,-10.3175,-10.4164,-9.5031,-6.0903,0.5602,-1.4295,-7.6181,1
-12.9813,14.7475,9.4935,-6.2285,-7.2106,-8.0985,-10.4006,3.1111,-0.8495,-3.2535,1
-12.5263,16.4648,11.2913,-6.6068,-6.5541,-9.173,-8.2311,0.2815,-1.4567,-6.1508,1
-16.2523,11.6507,8.8615,-7.4182,-7.1747,-8.123,-4.2866,0.6215,-4.6548,-6.946,1
-14.7706,13.3517,10.0553,-7.9677,-8.2657,-9.915,-8.7284,0.0184,-1.9761,-4.4289,1
-15.2342,14.8661,10.4084,-8.564,-8.1495,-10.4891,-6.7355,0.7248,-3.0019,-5.5011,1
-15.4523,14.4368,9.823,-8.3074,-10.2349,-10.0065,-5.7287,1.0458,-2.048,-3.7051,1
-15.8686,14.001,7.6128,-8.0717,-11.2181,-9.9153,-6.4308,1.164,-2.8708,-7.1561,1
-12.2287,14.5241,9.1317,-9.0061,-7.0772,-9.8506,-6.9066,-0.2848,-2.8653,-7.1549,1
-16.3019,12.411,8.7293,-7.7425,-10.1171,-9.8086,-3.9676,2.6852,-2.4648,-7.2094,1
-15.6791,15.1365,9.6662,-9.2096,-10.7657,-10.6524,-5.3926,-1.2305,-0.5493,-7.0639,1
-14.6069,12.0918,9.9547,-9.1223,-9.6204,-7.2903,-5.6062,-0.4493,-3.1086,-5.3704,1
-12.4344,14.5202,11.0063,-7.7152,-7.4167,-12.4222,-4.8719,2.2183,-4.0497,-7.5916,1
-15.6586,13.0041,9.2507,-8.2659,-8.2467,-7.8759,-7.1295,-0.5244,-0.0679,-5.293,1
-14.2582,14.8073,9.9286,-7.8429,-10.0494,-9.0947,-8.1386,-0.289,-3.0572,-6.8247,1
-15.7722,13.297,7.7017,-7.8068,-9.669,-12.0557,-7.125,1.2476,-2.8562,-7.3085,1
-14.4944,14.6127,7.8188,-7.8046,-10.7457,-9.5248,-5.9259,-0.0479,-3.5771,-6.6917,1
-11.9445,12.0548,12.5117,-9.0194,-9.4922,-11.1279,-7.0296,-0.0117,-3.6102,-6.5765,1
-14.993,16.8735,8.2243,-8.4758,-9.1735,-11.1033,-4.8425,0.1452,-5.7802,-5.2734,1
-16.0579,12.5256,11.0051,-9.1506,-8.1686,-7.6826,-6.8401,1.9326,-3.1748,-2.9135,1
-15.4219,15.6364,11.239,-8.1557,-10.5511,-9.725,-9.1031,1.0793,-1.5172,-6.0629,1
-18.8424,12.1988,8.8511,-8.1923,-9.1112,-9.7532,-4.9199,-0.7967,-1.1263,-5.551,1
-13.8161,13.8242,12.7194,-7.89,-10.9978,-9.1254,-4.744,-0.1395,-0.4077,-5.6901,1
-17.8962,14.5468,9.3642,-7.8241,-8.1289,-9.2051,-3.3749,0.4746,-1.1044,-5.0557,1
-14.5285,15.2655,9.0813,-9.2637,-11.514,-9.1358,-5.3849,2.5116,-0.8549,-6.6903,1
-16.1497,14.7466,11.6394,-7.497,-7.9185,-9.8157,-6.5727,-0.3627,-2.1255,-6.381,1
-14.0724,13.9033,9.7728,-9.7949,-8.1328,-9.3831,-6.1344,-0.3785,-4.0395,-4.3012,1
-13.5505,11.6614,11.118,-7.2461,-9.3587,-7.1007,-5.5477,-1.3825,-1.4939,-5.8958,1
-15.2874,14.9576,7.4718,-7.144,-10.8624,-10.9753,-6.0435,1.3922,-1.7958,-7.3771,1
-15.1416,12.3977,9.6363,-7.0173,-9.5516,-8.2087,-3.6896,-0.1393,-2.3215,-3.0063,1
-12.216,11.5887,10.554,-8.629,-8.3056,-10.6153,-7.1321,-0.2714,-2.8995,-5.0401,1
-16.1543,13.1634,7.2898,-7.1191,-7.6387,-9.9885,-6.3197,1.4225,0.1701,-5.6502,1
-15.4288,11.6691,8.3006,-8.52,-10.5282,-9.2054,-6.7021,-0.8445,-3.8072,-3.9196,1
-13.049,16.6931,10.7832,-9.2748,-7.5602,-9.5475,-5.5415,0.6785,-6.462,-3.856,1
-13.646,14.592,9.8806,-8.3847,-10.4412,-8.573,-7.8334,1.0218,-1.1993,-6.5611,1
-13.8262,12.6103,8.5245,-8.2748,-8.5274,-12.3102,-5.0897,-0.0721,-2.3309,-8.2724,1
-15.6599,15.5465,10.0226,-9.204,-9.72,-8.764,-5.212,0.6302,-0.4022,-4.8074,1
-13.7624,14.1792,10.9593,-8.1584,-7.9541,-8.1485,-7.4001,-0.8863,-3.0935,-4.7989,1
-16.7469,14.6894,10.5171,-6.8859,-9.2747,-11.5127,-7.3118,-1.0303,-2.8486,-6.5375,1
-16.1306,16.3033,7.9854,-6.6107,-7.7675,-8.1504,-6.9134,1.2564,-3.9577,-4.8968,1
-14.4934,13.4833,8.1377,-12.3461,-11.1031,-7.8287,-6.477,0.4887,-1.0583,-3.5546,1
-12.395,12.6388,7.0594,-5.0904,-6.1418,-9.2152,-7.7785,2.1875,-2.2036,-6.4326,1
-13.0408,14.5989,8.1946,-9.1169,-8.5535,-8.7325,-5.4797,2.1428,-2.5842,-5.9951,1
-19.4458,13.4228,11.1191,-9.2154,-10.2446,-11.06,-4.3677,1.5654,-0.8035,-8.8524,1
-14.6231,13.6771,9.5524,-9.5539,-10.0644,-8.2234,-8.742,3.4086,-1.3159,-6.3266,1
-13.0222,11.9195,8.9762,-8.8114,-7.4969,-9.5676,-5.1977,-0.1417,-1.3114,-3.7473,1
-12.8892,13.9751,10.9865,-7.7636,-8.7854,-7.8299,-4.216,0.552,-1.0788,-6.8378,1
-15.7671,13.6931,9.8589,-11.1222,-8.2548,-13.6489,-1.8005,2.9955,-2.4332,-6.249,1
-13.928,13.2136,10.2622,-8.8458,-9.6867,-9.2257,-7.843,0.802,-1.7965,-6.0699,1
-14.7062,15.8041,9.4428,-8.2888,-7.5993,-9.6169,-5.551,0.5981,-0.1856,-6.6497,1
-12.4574,13.9419,8.6841,-7.6108,-10.0023,-8.5671,-9.9668,0.7505,-2.7311,-7.858,1
-15.2123,13.2367,9.9013,-10.6808,-9.0708,-7.4485,-5.4513,1.9562,-0.3998,-4.4084,1
-11.5773,13.3485,8.8956,-7.4546,-8.4829,-8.3344,-3.0388,0.7597,-1.4024,-7.7337,1
-11.1795,13.5925,9.511,-9.15,-10.5126,-10.592,-6.6583,-1.306,-3.2196,-3.3397,1
-13.279,15.4862,11.7391,-5.8786,-12.2024,-11.3427,-7.0783,0.0381,-2.4925,-6.9336,1
-14.0535,14.1502,8.889,-11.8931,-11.0346,-10.3217,-6.2434,-0.9518,-2.7779,-7.9596,1
-14.5712,12.4877,8.6999,-10.5929,-9.7755,-10.7975,-4.5126,1.3515,-2.1464,-7.4594,1
-13.8117,15.1333,10.1873,-6.2243,-8.8558,-8.1275,-5.6724,1.7562,-3.2368,-6.9507,1
-13.8584,14.6104,10.7347,-6.9792,-11.6827,-10.9595,-5.5284,-0.3439,3.025,-5.4895,1
-14.5,13.3241,9.253,-8.5846,-9.3773,-10.1829,-6.2825,2.7591,0.0351,-5.8851,1
-16.3944,14.9051,12.3047,-6.5752,-8.4436,-7.3642,-5.7927,1.6848,-3.0628,-5.8247,1
-12.3882,13.2132,8.6811,-8.4836,-9.8852,-8.5241,-6.5526,3.3204,-3.9762,-4.3825,1
-15.5297,11.4033,10.3301,-9.0117,-11.2097,-12.0199,-5.8853,2.2064,-1.1642,-6.1781,1
-13.6642,14.0565,7.8287,-10.7612,-9.85,-9.7388,-4.5963,1.8786,-1.1339,-6.6835,1
-16.4534,14.7154,10.761,-12.2126,-10.7968,-10.5344,-5.6952,-0.4623,-2.0989,-6.5789,1
-14.6212,13.0227,9.0148,-10.2502,-8.9751,-8.6412,-7.0287,3.0237,-2.5136,-3.9678,1
-15.3457,11.0574,10.5766,-8.257,-9.4937,-10.4612,-5.9246,-0.0242,-2.4952,-5.0007,1
-14.1061,15.0122,9.6255,-9.1429,-11.2755,-10.0529,-10.8544,-0.1426,-2.1645,-5.4176,1
-14.7855,14.6188,6.7036,-8.7151,-12.0645,-11.3103,-6.1535,2.6571,-1.4848,-6.2358,1
-14.4118,13.0269,9.1573,-7.9888,-11.6233,-8.6083,-6.4555,1.981,-0.6,-8.7728,1
-15.2548,12.814,7.2542,-10.1786,-5.8834,-8.5836,-2.9968,1.9863,-3.1544,-6.8358,1
-13.4998,14.7536,9.1073,-10.8948,-4.6136,-9.7096,-6.3613,0.9127,-2.4057,-6.079,1
-12.452,13.9105,8.2292,-8.8723,-10.2419,-7.362,-4.1161,0.904,-3.9598,-8.102,1
-14.3598,14.6018,9.4113,-9.3501,-10.4344,-9.533,-9.4469,-0.9093,-2.9822,-4.4519,1
-15.6032,14.368,10.3131,-6.683,-7.6514,-9.5841,-6.586,-0.2531,-2.4032,-6.9142,1
-13.552,14.7278,10.861,-6.7409,-6.7509,-9.3109,-4.2235,0.2152,-0.2641,-4.6709,1
-12.8698,14.2384,8.9707,-10.7216,-9.6053,-7.1983,-6.3375,1.9204,-0.7757,-6.6887,1
-12.4079,9.7343,8.1392,-10.0033,-10.7748,-8.9935,-5.4377,1.3337,-1.1475,-7.6883,1
-16.2097,14.6918,9.0279,-10.9855,-8.0882,-7.4052,-3.537,1.0232,-1.1028,-4.2083,1
-15.3446,15.7633,10.3864,-7.2593,-9.2661,-7.5535,-5.5374,-1.4833,0.1362,-7.6844,1
-12.5029,13.9619,11.7373,-6.9277,-8.9,-8.7351,-5.2388,-2.278,-1.8642,-7.9372,1
-14.1257,12.3829,8.1959,-6.2224,-7.9411,-9.5041,-5.5956,0.3708,-1.1868,-7.2772,1
-12.8919,13.7177,9.3435,-8.5973,-10.432,-9.0048,-6.6788,1.4455,-0.2176,-7.3421,1
-14.5783,14.7893,9.3195,-7.9333,-8.7122,-7.873,-6.7817,-0.6715,-2.503,-7.7148,1
-13.5357,12.3547,13.4728,-6.6859,-9.5264,-8.1968,-8.3279,4.5278,-2.927,-6.4439,1
-17.1664,14.8267,8.3138,-8.4773,-10.3617,-11.1145,-7.0793,1.0814,-3.9639,-7.3863,1
-13.3876,18.001,10.6897,-10.0057,-10.0959,-9.4505,-6.3969,2.0973,-1.7154,-4.9013,1
-14.8541,16.0855,9.7236,-10.0866,-6.2793,-12.2353,-6.9808,-0.1978,1.7208,-3.5528,1
-12.1416,13.6013,13.6125,-8.0773,-8.0794,-9.2283,-5.9469,0.365,-2.3561,-5.3504,1
-13.8317,14.0501,12.2376,-13.08,-8.7804,-8.4213,-4.1523,0.6454,-1.7298,-4.7842,1
-12.1457,13.6465,10.3737,-6.112,-12.7313,-10.5329,-3.674,2.3815,-1.258,-6.936,1
-15.7052,13.2105,12.2953,-9.5725,-9.3931,-10.6284,-4.6086,-0.0654,-2.188,-8.7882,1
-16.8025,14.1088,7.9855,-5.4722,-12.6375,-10.6981,-5.8477,0.195,-3.6979,-7.7,1
-15.8684,13.6672,12.9012,-8.5129,-7.7709,-8.7374,-4.2019,-3.4573,-2.4983,-4.3024,1
