f1,f2,f3,f4,f5,f6
4.755843364709351206e+00,5.964087168288357610e+00,6.189470488924640357e+00,3.772392184863007536e+00,5.597400069849857829e+00,5.701172742310898656e+00
4.702436496640007846e+00,6.375706813311619925e+00,4.849944412967473362e+00,5.125576453471542671e+00,4.826928175716130198e+00,5.015579047581467442e+00
3.903724913104798411e+00,3.559949117405705632e+00,6.594505063224971764e+00,4.153038651681672633e+00,4.008607650543693168e+00,2.846609886396285205e+00
4.361038252310497576e+00,3.676910206592501673e+00,6.642015160136368834e+00,6.009817089342634588e+00,4.311849654822276001e+00,7.252435805344308761e+00
5.981765486991593939e+00,4.675168616491377271e+00,2.500594285126426897e+00,7.290942572590742188e+00,3.610427533236403974e+00,3.354601253043107967e+00
6.022570432009640484e+00,7.439752406339272817e+00,6.384272818510518199e+00,5.563909120052359825e+00,5.594754341665286290e+00,5.853415558780307393e+00
5.758928589786765251e+00,5.281191423969375798e+00,5.104201103951876206e+00,4.937406872100477351e+00,4.246035411133323834e+00,4.719324923133226157e+00
3.307043185804614538e+00,4.901660373205250387e+00,4.011408892849082974e+00,3.896410682784229085e+00,5.179894151153478177e+00,6.392002286344599327e+00
5.918316606002313129e+00,3.429499396376822773e+00,4.010371863429662120e+00,5.940771187988215907e+00,4.017512606461690616e+00,4.775366850002975561e+00
5.550052099024552099e+00,4.031655545136365149e+00,5.105375506145960252e+00,3.665974505081795343e+00,4.398632356048786107e+00,5.319781934142536528e+00
3.407006266468330935e+00,5.440474737960398599e+00,4.980362201073318396e+00,5.552489954417147544e+00,5.223914134064661319e+00,6.364140429973843993e+00
1.012522450264790663e+01,9.570594458874747801e+00,1.012229750303228393e+01,1.054329802903638758e+01,1.004886007032570383e+01,1.004059169120388262e+01
9.298008312193244862e+00,9.337099082449052290e+00,8.597394728200306702e+00,1.174957674318693890e+01,8.756136764608715595e+00,9.307094802204092687e+00
9.281592734430802238e+00,1.089492437694444149e+01,9.705050321707972216e+00,1.124774207267373427e+01,9.326509375756131703e+00,1.027899416222380147e+01
9.164652946740242001e+00,1.214514912777338829e+01,8.812401580970487203e+00,1.030982071022702762e+01,1.063377688093209805e+01,1.041379909745149845e+01
9.814712341122291406e+00,9.870179300266574529e+00,1.004381147197910984e+01,9.852997998371511912e+00,1.096387911679491012e+01,1.221052300159135129e+01
9.442508214992166415e+00,8.630197020420922627e+00,9.911717951648745029e+00,1.257970933765431809e+01,9.196325432030269198e+00,1.163911680544406835e+01
1.167770081407644156e+01,9.446411758292004635e+00,1.056898307918527458e+01,1.162839662312853761e+01,9.620872259012513084e+00,9.796419639897639087e+00
9.418319086051356592e+00,8.985243269307133573e+00,9.350722454933993788e+00,8.776059733237744354e+00,1.003408346825922592e+01,9.230026768941357318e+00
1.023378591179074704e+01,8.444104353796372919e+00,1.033088023221445795e+01,1.083352896160892520e+01,8.006264357428545253e+00,1.037405656984757130e+01
1.122766899247329242e+01,8.790358981308795450e+00,1.167257238683770382e+01,1.041901900936604441e+01,9.294988144241591144e+00,9.944230922342294221e+00
1.055832691252172317e+01,1.007600539141241214e+01,1.053875599244636874e+01,9.079326406920634085e+00,1.016936082403607777e+01,8.586285503095020033e+00
9.888773938651299389e+00,9.096092358535210920e+00,9.264470057410234105e+00,1.123609317521043671e+01,1.109131012059426880e+01,1.060913812090717734e+01
8.907687235327420794e+00,9.683591550305198581e+00,1.121309769997918337e+01,1.014171691363990391e+01,1.231932953998169467e+01,1.039331783939437237e+01
1.019204911649003087e+01,9.690883535797498283e+00,1.013354090478228287e+01,9.847530163619456545e+00,1.070810867668859068e+01,1.095670231679458340e+01
9.214010539492051066e+00,8.668767046442221513e+00,8.163794626896702766e+00,1.050799132691254378e+01,8.896633393826126834e+00,7.847109407047517138e+00
1.038857860453096471e+01,1.249299951743279102e+01,9.993929088460106414e+00,1.083849077445164255e+01,1.008182935854756579e+01,9.901110346808858154e+00
1.091907648298776934e+01,9.709725455811348382e+00,1.026739231407190367e+01,1.032169780619601340e+01,9.331909546356950358e+00,1.099204234953652204e+01
9.825040243304592025e+00,9.244254840507155180e+00,1.053650984357040343e+01,9.101532018208962072e+00,1.002818115736912752e+01,9.990881003355797318e+00
1.108589556583157787e+01,1.047469823287995361e+01,9.974973041254855843e+00,1.081776629920028654e+01,1.139020754901731358e+01,1.055781030635186291e+01
1.001035261984338121e+01,8.688163767649839997e+00,8.934886336924627415e+00,9.694775295645332136e+00,9.390487797840716411e+00,9.813028697014553714e+00
1.005664992489710663e+01,1.052969275435673069e+01,9.929501221940908451e+00,1.048650164382620176e+01,1.006447441481012106e+01,8.024533433646128699e+00
9.060664606181244807e+00,9.855912444278384754e+00,8.790305257158891550e+00,1.059992872999620417e+01,1.153075083234369735e+01,1.121876185169731599e+01
9.786557129069791472e+00,1.149072613684995225e+01,1.014866745720211227e+01,9.662914028881960604e+00,9.386597336459059804e+00,9.697530313511871114e+00
9.611823181458770904e+00,1.017041622237548815e+01,1.016057398104986476e+01,1.000304602015341437e+01,1.043693816974634991e+01,1.119064627478634222e+01
1.094955413544132306e+01,8.515102031550096484e+00,7.446078865098044730e+00,1.093431991123927460e+01,8.633121301584578688e+00,9.775234598107315875e+00
8.829886973940640260e+00,8.198019562419979422e+00,1.054146272820478814e+01,1.075915516030264740e+01,9.423489599273279893e+00,7.408957707855090113e+00
9.453755551747518027e+00,1.039180400540254645e+01,8.521088431225871673e+00,1.018335991977915533e+01,9.984690150827004729e+00,1.057929149960108894e+01
1.011958036841415343e+01,9.026931059118444622e+00,1.119657150166449178e+01,9.841470426973030428e+00,9.972695460490067276e+00,9.066732040926803293e+00
9.556717748808489787e+00,9.115197285973099639e+00,9.827053940076577732e+00,1.171170848014234345e+01,8.628098857068643213e+00,8.386438602123259756e+00
1.147117032749360810e+01,9.790676322848133495e+00,9.330927261340082879e+00,1.103990468739607600e+01,9.394384460263136560e+00,1.182600971354693620e+01
1.067792587133926929e+01,9.512088591854297448e+00,1.215730821326550348e+01,9.394285076996661488e+00,1.074209537200930775e+01,1.029929258040649209e+01
1.130174128939879807e+01,1.156151119672685290e+01,1.003200414906576654e+01,9.246582129653816651e+00,1.045997214293911703e+01,9.322284630247894555e+00
1.201338724752662301e+01,1.013653533108273663e+01,9.634678448687891361e+00,1.018468030586490869e+01,8.652873710470302626e+00,9.028385961489348688e+00
1.120041390794442471e+01,9.343105721028603483e+00,8.953089017318060172e+00,1.053665275252728684e+01,1.118570415466299650e+01,1.071895331066506607e+01
1.099604768580581649e+01,9.243204911430538573e+00,8.578189333258155358e+00,1.150133365195548762e+01,9.677320161157863865e+00,9.749166983544952814e+00
1.132819414184905860e+01,1.055623000940065914e+01,1.045588777208160813e+01,1.216500234490108312e+01,9.356481769619856337e+00,1.092784012808123784e+01
1.005701312489708421e+01,1.026859227886325776e+01,1.152846842641253211e+01,1.050783575628962296e+01,1.053829607904963339e+01,1.107250733730980130e+01
9.635047270457114621e+00,9.160790332660994295e+00,8.955190805978967106e+00,8.033643410623998449e+00,1.205620712994032218e+01,8.896791634278317318e+00
9.778746376414227726e+00,9.723186700111078551e+00,1.030740669780910146e+01,1.081573721253929676e+01,1.086047348835974447e+01,9.416922561431061212e+00
9.832878286213588837e+00,1.028257995048829976e+01,9.751308873816453726e+00,1.160734557601999306e+01,1.049097495163825045e+01,1.073487778604981813e+01
1.066288126866741237e+01,1.117347385748532496e+01,1.018102155870370673e+01,8.703168052044153669e+00,1.039968795175264127e+01,9.348643106208170295e+00
9.471383318250243377e+00,1.058636401875509314e+01,1.123828307143363503e+01,1.002127157673606206e+01,1.030883301259896356e+01,1.170221494463523726e+01
1.024075317948856778e+01,1.260168311418039444e+01,1.056550964563154338e+01,8.239237240844182963e+00,1.075334162110453207e+01,1.038115838488277731e+01
1.128975275408274470e+01,1.067318135126995848e+01,9.861544016016226877e+00,8.775701763710634040e+00,9.790976742713974446e+00,9.149479545790699220e+00
9.419476550195277298e+00,1.058857840442060905e+01,1.166990450435140581e+01,1.039467152982298082e+01,8.804116937964815648e+00,1.044460266822014027e+01
1.119663148664565178e+01,9.390217095680617021e+00,9.865982833327082702e+00,1.001468819472919769e+01,9.215101686917760659e+00,1.064828043384385836e+01
9.879051851392217642e+00,1.041953244390702693e+01,9.112507822197899898e+00,9.562541699676589957e+00,1.072238135782777135e+01,9.627166847908233294e+00
1.172696385123340512e+01,9.600363814385397987e+00,1.022468472575188514e+01,1.093259083187309066e+01,8.581634267066968746e+00,8.239191188019223233e+00
8.474343685429905904e+00,1.126258410342718186e+01,9.448141854107554138e+00,1.255819928566825183e+01,9.435752401342611506e+00,1.018455130319703628e+01
1.154210995256787520e+01,1.200609288815912379e+01,1.206150357663639738e+01,1.120836623059314263e+01,1.102406252581146262e+01,1.059252694920118287e+01
1.077836107616663774e+01,9.448814283671467251e+00,9.181801116577693378e+00,9.996625542589047342e+00,9.829815377475071614e+00,9.546771950672724216e+00
1.069638744745671488e+01,1.095530520857051116e+01,1.008840688629184790e+01,1.147753008105526185e+01,8.858310885866494289e+00,9.806340540720281496e+00
9.283177679397194737e+00,8.133463382926940710e+00,9.917319314157300170e+00,9.878252491616716924e+00,1.151344974324213055e+01,1.063081168455477687e+01
8.975813175670795729e+00,1.185409256633418806e+01,1.122103369552535312e+01,1.058209770346861589e+01,9.773515901150167551e+00,9.040560763276520362e+00
9.627793223928946986e+00,1.108874861970418557e+01,1.188458630593460974e+01,1.154324352827218902e+01,9.511150578213726448e+00,8.880382566710988357e+00
1.014088624691120444e+01,8.231560634437148138e+00,1.032316771418478218e+01,9.852397413701330819e+00,9.533963498131758030e+00,8.405296932733204329e+00
1.051360010656971689e+01,9.467299160338088271e+00,8.830083164289712627e+00,7.127737786718350677e+00,9.972485094949362860e+00,1.177225159666974363e+01
1.166125921454787040e+01,9.542903743413727824e+00,9.397787939638218901e+00,1.046877425607502410e+01,9.001614560811708188e+00,1.030179189981946664e+01
1.076608027838469006e+01,1.122693322388430737e+01,9.899845923520047108e+00,9.796326249823033905e+00,9.122017413243439066e+00,9.173119645960140289e+00
9.773521108098472965e+00,1.036736550681617786e+01,1.091358462623324854e+01,9.196821049319655828e+00,1.149268856895952240e+01,9.728876398957432059e+00
9.978632705651563128e+00,9.252788320852175730e+00,7.575759739727057962e+00,1.088404539636104928e+01,1.073684389709243270e+01,9.718672442881786111e+00
1.006699071722487204e+01,1.051593921770409956e+01,8.437454143113457761e+00,9.470947322653705314e+00,1.079426467962182734e+01,8.745710576830751037e+00
1.029355793216662995e+01,8.643418195376595392e+00,1.046642998243352629e+01,9.964358517702516238e+00,8.384868184094489862e+00,1.116473935445717203e+01
9.265408423201950683e+00,9.189747562985619567e+00,1.020056919723094246e+01,1.114863734942871432e+01,8.984178181021603038e+00,1.006167984984797137e+01
1.042881650033057284e+01,1.069310560726314385e+01,1.017644155527722560e+01,9.632972160916677851e+00,9.172409779351280434e+00,1.008614388304637544e+01
8.927860988014392873e+00,7.078649516505392647e+00,1.043655980415766749e+01,1.090393484108619582e+01,7.637067564458162039e+00,8.990269295290062246e+00
1.061915426100519788e+01,1.205749546971169828e+01,1.002079370767540745e+01,9.271997058770866218e+00,9.817103558895158955e+00,1.137487641914818504e+01
9.354035820875465035e+00,9.200807993349746639e+00,9.517256477817968019e+00,9.046671391741288204e+00,1.012267031599479594e+01,1.162467845846956038e+01
1.032307927311602924e+01,9.747646497873711624e+00,9.708188731084455014e+00,8.436809191303343169e+00,1.088310977714715833e+01,9.922162802987198660e+00
9.819520086409374571e+00,1.319310756784486038e+01,1.029875290836568702e+01,9.248208949904816123e+00,9.573642403794456968e+00,1.114844570919675526e+01
1.011327041053776377e+01,8.561722021682633965e+00,1.091922893457520338e+01,9.331855914461005597e+00,1.187329777621754623e+01,1.108004806571464940e+01
9.552678104341248755e+00,1.128101636173511224e+01,1.006785551052740324e+01,1.085277367512221858e+01,1.048473281729447493e+01,9.153643345009125909e+00
9.356450167682538677e+00,1.102996081758116098e+01,9.665224667893459909e+00,9.596351536758003675e+00,9.044877420650646371e+00,1.042359906559346072e+01
1.206252491924314540e+01,8.932467085745727786e+00,1.002421945667275871e+01,1.141222055541542879e+01,9.920358608754284546e+00,1.045237179624973400e+01
8.937606471853120738e+00,1.042830709720764837e+01,9.812855734995451940e+00,1.098572999567986308e+01,1.118738605156475074e+01,1.258956364201861433e+01
1.057963317321357621e+01,1.032579631658216712e+01,1.019438430157733677e+01,9.646833707189312435e+00,1.033848384346169169e+01,9.704598589860971458e+00
1.016846097626961409e+01,1.131759753560795900e+01,8.993457434720358634e+00,1.113987856112904495e+01,1.131711506733986461e+01,9.881931473008920719e+00
7.878145100991405414e+00,9.392178012905567641e+00,1.129699454656110902e+01,9.977131937701118503e+00,9.000697767705089447e+00,9.495225078771783345e+00
1.084062002650455270e+01,1.054673356820137897e+01,9.761067900830305177e+00,9.633175588185311611e+00,9.608241850956177998e+00,9.077589815501497128e+00
1.161537568946944177e+01,9.677679530788660500e+00,1.121715852082549603e+01,1.152131605192245090e+01,1.099831089814795959e+01,9.568379687281952428e+00
1.040373009033660878e+01,9.975804393609083220e+00,9.096298139269871186e+00,1.032435928172160367e+01,8.820960208840197936e+00,1.118767938846156440e+01
9.535382702701607371e+00,1.020115965587283924e+01,1.028328787154614155e+01,9.741095026295923276e+00,1.058669380147527406e+01,9.525096343377475350e+00
1.087129729745724482e+01,8.654020319753250590e+00,1.012637957954641266e+01,1.193892899905828386e+01,8.999668675394424611e+00,9.322255029475147836e+00
1.051390784965891534e+01,1.017958178193959817e+01,1.035063009927355893e+01,1.048918713014766269e+01,1.063472146856176970e+01,1.110969984195622295e+01
1.040981865692851294e+01,9.758742345381458350e+00,1.067257370120273130e+01,1.189988193489521606e+01,9.867366253617426253e+00,9.025470695329358861e+00
1.110708066928697235e+01,9.879618836046402564e+00,7.827330453985963388e+00,1.084742167715042171e+01,9.464671814046077714e+00,9.909466717695838867e+00
1.033198033056901366e+01,1.019049967977906590e+01,1.070945181713903871e+01,9.564513629430155817e+00,1.051310579817608293e+01,9.740453322416083637e+00
1.073881048088750312e+01,1.061536748401305275e+01,9.064561297955403774e+00,1.108598211617503182e+01,9.464036554885952413e+00,1.080805779828114588e+01
1.036728731340134146e+01,1.183818367679512207e+01,9.776534017628147666e+00,9.650683203881802896e+00,9.980580394112267939e+00,9.696820217165724287e+00
1.079994190194205039e+01,8.383689391563411419e+00,8.946317580853646589e+00,8.932197078420806235e+00,1.095030759197357639e+01,1.171061337258192481e+01
9.895550781462528533e+00,9.831178276809989569e+00,1.007005216311318208e+01,1.116187830260819069e+01,9.072646865809426586e+00,1.023836898273478546e+01
1.097519762978243030e+01,1.050109416993984546e+01,1.018958161659874406e+01,1.100104609256714028e+01,7.296767707000762826e+00,1.067787531953090685e+01
9.345924316872576298e+00,8.169367103143542863e+00,1.051120259952498159e+01,1.137365854516295727e+01,9.862551485372307525e+00,1.095287454720293852e+01
1.161227825798864544e+01,1.131491445358404668e+01,1.163996452937139381e+01,1.074212749107189246e+01,1.007543363890159327e+01,8.398034188102831976e+00
9.753937511870050869e+00,9.156753404683808384e+00,1.217094271749781420e+01,9.824114187567662526e+00,1.012320480678448575e+01,1.055148537604046766e+01
1.004360244637245358e+01,1.169505104043075328e+01,9.377350638265548710e+00,1.019460745523724299e+01,9.257529414301952642e+00,8.679977488779293537e+00
9.388230909094714249e+00,9.962963202951588215e+00,9.570697775482740255e+00,9.307579020126144798e+00,8.593682536328167032e+00,9.916894427371305554e+00
8.495279625968997550e+00,1.076005596368960227e+01,1.008243975293450312e+01,8.542448500535069655e+00,9.690790922950135666e+00,9.247843594409417278e+00
1.031917451041918099e+01,1.134045044602314434e+01,8.124827530354256311e+00,1.011502607914741780e+01,9.839867204433359049e+00,1.067134007645046623e+01
1.021319662823768937e+01,9.248030668261181475e+00,9.680946064333381784e+00,9.203974143196511193e+00,1.107600713859859809e+01,1.002131164867194180e+01
